ref_area,country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,set_healtchare_capita_outcomes,base_period,unit_multiplier
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2015,19.941,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2014,18.702,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2013,20.671,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2012,18.005,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2011,17.7,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2010,10.096,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2009,5.84,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2008,6.127,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2007,6.047,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2006,6.399,,Units
GBR,United Kingdom,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Intellectual property products,Not applicable,2005,6.992,,Units
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2009,877.773,2015.0,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2008,862.788,2015.0,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2018,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2017,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2012,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2011,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2010,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2009,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2008,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2007,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2006,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2013,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2012,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2011,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2010,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2005,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2004,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2003,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2018,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2016,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2009,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2008,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2007,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2006,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Total,Not applicable,2015,100.0,,Units
AUS,Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2015,31.0,,Millions
AUS,Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2014,23.0,,Millions
AUS,Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2018,21.0,,Millions
AUS,Australia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2017,7.0,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2012,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2011,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2010,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2009,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2008,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2007,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2006,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2005,100.0,,Units
LVA,Latvia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2018,100.0,,Units
CHL,Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2017,440660.074,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,512023.352,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2013,376188.549,,Millions
CHL,Chile,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,49843.947,,Millions
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2006,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2005,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2004,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2003,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2002,100.0,,Units
CZE,Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Total,Not applicable,2001,100.0,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2013,42.927,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2012,48.188,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2011,44.264,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2010,44.216,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2009,37.158,,Units
CAN,Canada,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of ambulatory healthcare,Infrastructure,Not applicable,2008,49.097,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2018,0.084,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2017,0.068,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2016,0.061,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2015,0.063,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2014,0.07,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2013,0.023,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Infrastructure,Not applicable,2012,0.023,,Units
